,Unnamed: 0,Drug,SMILES,feature
1629,1550,Neratinib,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C,[0. 0. 0. ... 0. 0. 0.]
1630,1551,547757-23-3,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl,[0. 0. 0. ... 0. 0. 0.]
1631,1552,Tofacitinib,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,[0. 0. 0. ... 0. 0. 0.]
1632,1553,BIBR 1532,CC(=CC(=O)NC1=CC=CC=C1C(=O)O)C2=CC3=CC=CC=C3C=C2,[0. 0. 0. ... 0. 0. 0.]
1633,1554,Pifithrin-alpha,CC1=CC=C(C=C1)C(=O)CN2C3=C(CCCC3)SC2=N.Br,[0. 0. 0. ... 0. 0. 0.]
1634,1555,Rucaparib phosphate,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=CC(=CC(=C34)N2)F.OP(=O)(O)O,[0. 0. 0. ... 0. 0. 0.]
1635,1556,Noscapine hydrochloride,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3.Cl,[0. 0. 0. ... 0. 0. 0.]
1636,1557,Cediranib,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,[0. 0. 0. ... 0. 0. 1.]
1637,1558,761437-28-9,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCOCC4)OC,[0. 0. 0. ... 0. 0. 0.]
1638,1559,GW0742,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O,[0. 0. 0. ... 0. 0. 0.]
1639,1560,Bazedoxifene HCl,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.Cl,[0. 0. 1. ... 0. 0. 0.]
1640,1561,oxeladin citrate,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,[0. 0. 0. ... 0. 0. 0.]
1641,1562,Ceftiofur hydrochloride,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl,[0. 0. 0. ... 0. 0. 0.]
1642,1563,Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,[0. 0. 0. ... 0. 0. 0.]
1643,1564,GW 441756,CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O,[0. 0. 0. ... 0. 0. 0.]
1644,1565,TAK-715,CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC(=CC=C4)C,[0. 0. 0. ... 0. 0. 0.]
1645,1566,371942-69-7,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N,[0. 0. 0. ... 0. 0. 0.]
1646,1567,131707-23-8,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3.Cl,[0. 0. 0. ... 0. 0. 0.]
1647,1568,356559-20-1,CC1=CC=CC(=N1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=NC=CN=C4C=C3,[0. 0. 0. ... 0. 0. 0.]
1648,1569,Dovitinib,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3; CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,[]
1649,1570,629664-81-9,CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F,[0. 1. 0. ... 0. 0. 0.]
1650,1571,OSU-03012,C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
1651,1572,Fidaxomicin,CCC1C=C(C(CC=CC=C(C(=O)OC(CC=C(C=C(C1OC2C(C(C(C(O2)(C)C)OC(=O)C(C)C)O)O)C)C)C(C)O)COC3C(C(C(C(O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)C,[0. 1. 0. ... 0. 0. 0.]
1652,1573,Altrenogest,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(CC=C)O,[0. 0. 0. ... 0. 0. 0.]
1653,1574,Masitinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5,[0. 0. 0. ... 0. 0. 0.]
1654,1575,702675-74-9,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I,[0. 0. 0. ... 0. 0. 0.]
1655,1576,Galunisertib,CC1=CC=CC(=N1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N,[0. 0. 0. ... 0. 0. 0.]
1656,1577,Luminespib,CCNC(=O)C1=C(C(=C2C=C(C(=CC2=O)O)C(C)C)ON1)C3=CC=C(C=C3)CN4CCOCC4; CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C,[]
1657,1578,Linagliptin,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,[0. 0. 0. ... 0. 0. 0.]
1658,1579,Selumetinib,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,[0. 0. 0. ... 0. 0. 0.]
1659,1580,AZD2858,CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CN=C(C(=N3)C(=O)NC4=CN=CC=C4)N,[0. 0. 0. ... 0. 0. 0.]
1660,1581,444912-48-5,CN1CCCCC1CN2C=C(C3=CC=CC=C32)C(=O)C4=C(C=CC(=C4)[N+](=O)[O-])I,[0. 0. 0. ... 0. 0. 0.]
1661,1582,hesperadin,CCS(=O)(=O)NC1=CC2=C(C=C1)NC(=O)C2=C(C3=CC=CC=C3)NC4=CC=C(C=C4)CN5CCCCC5; CCS(=O)(=O)NC1=CC2=C(C=C1)NC(=C2C(=NC3=CC=C(C=C3)CN4CCCCC4)C5=CC=CC=C5)O,[]
1662,1583,Odanacatib,CC(C)(CC(C(=O)NC1(CC1)C#N)NC(C2=CC=C(C=C2)C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F)F,[0. 1. 0. ... 0. 0. 0.]
1663,1584,CP-673451,COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCC(CC5)N)C=C3,[0. 0. 0. ... 0. 0. 0.]
1664,1585,Tasisulam,C1=CC(=C(C=C1Cl)Cl)C(=O)NS(=O)(=O)C2=CC=C(S2)Br,[0. 0. 0. ... 0. 0. 0.]
1665,1586,Tofacitinib citrate,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,[0. 0. 0. ... 0. 0. 0.]
1666,1587,Apixaban,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,[0. 0. 0. ... 0. 0. 0.]
1667,1588,Afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,[0. 0. 0. ... 0. 0. 0.]
1668,1589,452342-67-5,C1COCCC1NC(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5,[0. 0. 0. ... 0. 0. 0.]
1669,1590,PD318088,C1=CC(=C(C=C1I)F)NC2=C(C(=C(C=C2C(=O)NOCC(CO)O)Br)F)F,[0. 1. 0. ... 0. 0. 0.]
1670,1591,666260-75-9,C1COCCC1CNC(=O)C2=CN=C(N=C2C(F)(F)F)NC3=C(C=C(C=C3)Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1671,1592,CGS 21680 hydrochloride,CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O.Cl,[0. 0. 0. ... 0. 0. 0.]
1672,1593,PIK-75,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)N=CC2=CN=C3N2C=C(C=C3)Br,[0. 0. 0. ... 0. 0. 0.]
1673,1594,EDOXABAN,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,[0. 0. 0. ... 0. 0. 0.]
1674,1595,Binimetinib,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO,[0. 0. 0. ... 0. 0. 0.]
1675,1596,Sotrastaurin,CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65,[0. 0. 0. ... 0. 0. 0.]
1676,1597,497839-62-0,CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4NC(C)C5=CC=CC=C5,[0. 1. 0. ... 0. 0. 0.]
1677,1598,Saracatinib,CN1CCN(CC1)CCOC2=CC(=C3C(=C2)N=CN=C3NC4=C(C=CC5=C4OCO5)Cl)OC6CCOCC6,[0. 0. 0. ... 0. 0. 0.]
1678,1599,4961-41-5,C(CNCCNCCNCCN)N.Cl.Cl.Cl.Cl.Cl,[0. 0. 0. ... 0. 0. 0.]
1679,1600,VX-702,C1=CC(=C(C(=C1)F)N(C2=NC(=C(C=C2)C(=O)N)C3=C(C=C(C=C3)F)F)C(=O)N)F,[0. 0. 0. ... 0. 0. 0.]
1680,1601,Crenolanib,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,[0. 0. 0. ... 0. 0. 0.]
1681,1602,Ki16425,CC1=NOC(=C1NC(=O)OC(C)C2=CC=CC=C2Cl)C3=CC=C(C=C3)CSCCC(=O)O,[0. 1. 0. ... 0. 0. 0.]
1682,1603,TG100-115,C1=CC(=CC(=C1)O)C2=NC3=C(N=C2C4=CC(=CC=C4)O)N=C(N=C3N)N,[0. 0. 0. ... 0. 0. 0.]
1683,1604,Nicotine ditartrate,CN1CCCC1C2=CN=CC=C2.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,[0. 1. 0. ... 0. 0. 0.]
1684,1605,209984-57-6,CC(C(=O)NC1C2=CC=CC=C2C3=CC=CC=C3N(C1=O)C)NC(=O)C(C4=CC(=CC(=C4)F)F)O,[0. 1. 0. ... 0. 0. 0.]
1685,1606,BMS-599626,CC1=C2C(=NC=NN2C=C1NC(=O)OCC3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,[0. 0. 0. ... 0. 1. 0.]
1686,1607,Volasertib,CCC1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C=C3)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)OC)C,[0. 1. 0. ... 0. 0. 0.]
1687,1608,OMEPRAZOLE SODIUM,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Na+],[0. 0. 0. ... 0. 0. 0.]
1688,1609,Acesulfame potassium,CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],[0. 0. 0. ... 0. 0. 0.]
1689,1610,AZD7762,C1CC(CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,[0. 0. 0. ... 0. 0. 0.]
1690,1611,Brivanib alaninate,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)OC(=O)C(C)N)C,[0. 1. 0. ... 0. 0. 1.]
1691,1612,Regorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,[0. 0. 0. ... 0. 0. 0.]
1692,1613,AT7867,C1CNCCC1(C2=CC=C(C=C2)C3=CNN=C3)C4=CC=C(C=C4)Cl,[0. 0. 0. ... 0. 0. 0.]
1693,1614,781661-94-7,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-],[0. 1. 0. ... 0. 0. 0.]
1694,1615,Galeterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4N5C=NC6=CC=CC=C65)C)O,[0. 0. 0. ... 0. 0. 0.]
1695,1616,WP1066,CC(C1=CC=CC=C1)NC(=O)C(=CC2=NC(=CC=C2)Br)C#N,[0. 1. 0. ... 0. 0. 0.]
1696,1617,841290-80-0,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,[0. 0. 0. ... 0. 0. 0.]
1697,1618,ERASTIN,CCOC1=CC=CC=C1N2C(=O)C3=CC=CC=C3N=C2C(C)N4CCN(CC4)C(=O)COC5=CC=C(C=C5)Cl,[0. 1. 0. ... 0. 0. 0.]
1698,1619,Ataluren,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,[0. 0. 0. ... 0. 0. 0.]
1699,1620,856243-80-6,CCCC(C1=CC=CC=C1)NC(=O)C(=CC2=NC(=CC=C2)Br)C#N,[0. 1. 0. ... 0. 0. 0.]
1700,1621,epoxomicin,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)C1(CO1)C)NC(=O)C(C(C)CC)N(C)C(=O)C,[1. 1. 0. ... 0. 0. 0.]
1701,1622,ABT-737,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-],[0. 1. 0. ... 0. 0. 0.]
1702,1623,Brivanib,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)O)C,[0. 1. 0. ... 0. 0. 1.]
1703,1624,ICG-001,C1CN(C2CN(C(=O)C(N2C1=O)CC3=CC=C(C=C3)O)CC4=CC=CC5=CC=CC=C54)C(=O)NCC6=CC=CC=C6,[0. 0. 0. ... 0. 0. 0.]
1704,1625,AZILSARTAN MEDOXOMIL,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NC(=O)ON5)C(=O)OCC6=C(OC(=O)O6)C,[0. 0. 0. ... 0. 0. 0.]
1705,1626,Dovitinib lactate,CC(C(=O)O)O.CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,[0. 1. 0. ... 0. 0. 0.]
1706,1627,PHA-680632,CCC1=C(C(=CC=C1)CC)NC(=O)N2CC3=C(C2)NN=C3NC(=O)C4=CC=C(C=C4)N5CCN(CC5)C,[0. 0. 0. ... 0. 0. 0.]
1707,1628,Roxadustat,CC1=NC(=C(C2=C1C=C(C=C2)OC3=CC=CC=C3)O)C(=O)NCC(=O)O,[0. 0. 0. ... 0. 0. 0.]
1708,1629,607742-69-8,C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=C4,[0. 0. 0. ... 0. 0. 0.]
1709,1630,Amuvatinib,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,[0. 0. 0. ... 0. 0. 0.]
1710,1631,DANOPREVIR,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,[0. 0. 1. ... 0. 0. 0.]
1711,1632,AZD1981,CC1=C(C2=C(N1CC(=O)O)C=CC=C2NC(=O)C)SC3=CC=C(C=C3)Cl,[0. 0. 0. ... 0. 0. 0.]
1712,1633,pirarubicin,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)OC6CCCCO6,[0. 0. 0. ... 0. 0. 0.]
1713,1634,Tideglusib,C1=CC=C(C=C1)CN2C(=O)N(SC2=O)C3=CC=CC4=CC=CC=C43,[0. 0. 0. ... 0. 0. 0.]
1714,1635,A-674563,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CC=CC=C4)N,[0. 1. 0. ... 0. 0. 0.]
1715,1636,Ki8751,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC(=C(C=C3)NC(=O)NC4=C(C=C(C=C4)F)F)F,[0. 0. 0. ... 0. 0. 0.]
1716,1637,ENOBOSARM,CC(COC1=CC=C(C=C1)C#N)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,[0. 0. 0. ... 0. 0. 0.]
1717,1638,503468-95-9,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,[0. 0. 0. ... 0. 0. 0.]
1718,1639,AT7519,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
1719,1640,Dihydroartemisinin,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,[0. 0. 0. ... 0. 0. 0.]
1720,1641,BI 2536,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,[0. 0. 0. ... 1. 0. 0.]
1721,1642,GSK429286A,CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F,[0. 0. 0. ... 0. 0. 0.]
1722,1643,852475-26-4,CN1C=C(C=C1C=CC(=O)NO)C=CC(=O)C2=CC(=CC=C2)F,[0. 0. 0. ... 0. 0. 0.]
1723,1644,ADX-47273,C1CC(CN(C1)C(=O)C2=CC=C(C=C2)F)C3=NC(=NO3)C4=CC=C(C=C4)F,[0. 0. 0. ... 0. 0. 0.]
1724,1645,VX-765,CCOC1C(CC(=O)O1)NC(=O)C2CCCN2C(=O)C(C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl,[0. 1. 0. ... 0. 0. 0.]
1725,1646,KW-2449,C1CN(CCN1)C(=O)C2=CC=C(C=C2)C=CC3=NNC4=CC=CC=C43,[0. 0. 0. ... 0. 0. 0.]
1726,1647,827022-32-2,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C.Cl,[0. 0. 0. ... 0. 1. 0.]
1727,1648,Tiotropium bromide hydrate,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.O.[Br-],[0. 0. 0. ... 0. 0. 0.]
1728,1649,Danusertib,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)C(C5=CC=CC=C5)OC,[0. 1. 0. ... 0. 0. 0.]
1729,1650,Alogliptin,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,[0. 0. 0. ... 0. 0. 0.]
1730,1651,209984-56-5,CC(C(=O)NC1C2=CC=CC=C2C3=CC=CC=C3N(C1=O)C)NC(=O)CC4=CC(=CC(=C4)F)F,[0. 1. 0. ... 0. 0. 0.]
1731,1652,TW-37,CC(C)C1=CC=CC=C1CC2=C(C(=C(C(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C)O)O)O,[0. 1. 0. ... 0. 0. 0.]
1732,1653,851723-84-7,CC1=C(C2=C(N1CC(=O)O)C=CC(=C2)F)CC3=NC4=CC=CC=C4C=C3,[0. 0. 0. ... 0. 0. 0.]
1733,1654,405554-55-4,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C3C=CC4=C(CCC4=C3)N=O)C(=C5C=CNC=C5)N2; CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,[]
1734,1655,NVP-AEW541,C1CN(C1)CC2CC(C2)N3C=C(C4=C3N=CN=C4N)C5=CC(=CC=C5)OCC6=CC=CC=C6,[0. 0. 0. ... 0. 0. 0.]
1735,1656,Sitaxsentan sodium,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)[N-]C4=C(C(=NO4)C)Cl)OCO2.[Na+],[0. 0. 0. ... 1. 0. 0.]
1736,1657,Linifanib,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,[0. 0. 0. ... 0. 0. 0.]
1737,1658,Sapitinib,CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC,[0. 0. 0. ... 0. 0. 0.]
1738,1659,CHIR-124,C1CN2CCC1C(C2)NC3=C4C=C(C=CC4=NC(=O)C3=C5NC6=CC=CC=C6N5)Cl; C1CN2CCC1C(C2)NC3=C(C(=O)NC4=C3C=C(C=C4)Cl)C5=NC6=CC=CC=C6N5,[]
1739,1660,Dacomitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4,[0. 0. 1. ... 0. 0. 0.]
1740,1661,Aclidinium bromide,C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5.[Br-],[0. 0. 0. ... 0. 0. 0.]
1741,1662,QUISINOSTAT,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO,[0. 0. 0. ... 0. 0. 0.]
1742,1663,Anacetrapib,CC1C(OC(=O)N1CC2=C(C=CC(=C2)C(F)(F)F)C3=CC(=C(C=C3OC)F)C(C)C)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,[0. 1. 0. ... 0. 0. 0.]
1743,1664,Carfilzomib,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,[0. 1. 0. ... 0. 0. 0.]
1744,1665,Apremilast,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,[0. 1. 0. ... 0. 0. 0.]
1745,1666,55778-02-4,C1=CC=NC(=C1)NCC2=CC=C(C=C2)CNC3=CC=CC=N3,[0. 0. 0. ... 0. 0. 0.]
1746,1667,LY2228820,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N.CS(=O)(=O)O.CS(=O)(=O)O,[0. 0. 0. ... 0. 0. 0.]
1747,1668,Sitagliptin phosphate monohydrate,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O,[0. 1. 0. ... 0. 0. 0.]
1748,1669,GW9508,C1=CC=C(C=C1)OC2=CC=CC(=C2)CNC3=CC=C(C=C3)CCC(=O)O,[0. 0. 0. ... 0. 0. 0.]
1749,1670,Serdemetan,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,[0. 0. 0. ... 0. 0. 0.]
1750,1671,Resminostat,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)C=CC(=O)NO,[0. 0. 0. ... 0. 0. 0.]
1751,1672,869288-64-2,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4,[0. 0. 0. ... 0. 0. 0.]
1752,1673,GW2580,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC,[0. 0. 0. ... 0. 0. 0.]
1753,1674,TAK-285,CC(C)(CC(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=CC=CC(=C4)C(F)(F)F)Cl)O,[0. 0. 0. ... 0. 0. 0.]
1754,1675,Idelalisib,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,[0. 1. 0. ... 0. 0. 0.]
1755,1676,AS-252424,C1=CC(=C(C=C1F)O)C2=CC=C(O2)C=C3C(=O)NC(=O)S3,[0. 0. 0. ... 0. 0. 0.]
1756,1677,Linsitinib,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,[0. 0. 0. ... 0. 0. 0.]
1757,1678,CTEP,CC1=C(N=C(N1C2=CC=C(C=C2)OC(F)(F)F)C)C#CC3=CC(=NC=C3)Cl,[0. 0. 0. ... 0. 0. 0.]
1758,1679,ZSTK474,C1COCCN1C2=NC(=NC(=N2)N3C4=CC=CC=C4N=C3C(F)F)N5CCOCC5,[0. 1. 0. ... 0. 0. 0.]
1759,1680,LY2109761,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6,[0. 0. 0. ... 0. 0. 0.]
1760,1681,RAF265,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
1761,1682,Fostamatinib,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C,[0. 0. 0. ... 0. 0. 0.]
1762,1683,Lorcaserin hydrochloride,CC1CNCCC2=C1C=C(C=C2)Cl.Cl,[0. 0. 0. ... 0. 0. 0.]
1763,1684,MK-8745,C1CN(CCN1CC2=NC(=CC=C2)NC3=NC=CS3)C(=O)C4=C(C(=CC=C4)Cl)F,[0. 0. 0. ... 0. 0. 0.]
1764,1685,878739-06-1,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C,[0. 0. 0. ... 0. 0. 0.]
1765,1686,Omecamtiv mecarbil,CC1=NC=C(C=C1)NC(=O)NC2=CC=CC(=C2F)CN3CCN(CC3)C(=O)OC,[0. 0. 0. ... 0. 0. 0.]
1766,1687,AT9283,C1CC1NC(=O)NC2=CNNC2=C3N=C4C=CC(=CC4=N3)CN5CCOCC5; C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,[]
